index,Topic_0,Topic_1,Topic_2,Topic_3,signal,month,net_change
new,6.270731543966165e-05,0.006888713480390862,0.006673728014182183,0.012295418741048694,negative,01-2021,-2.0
china,6.270062632506598e-05,0.0011043604731306345,0.004665041761764731,0.006337660583642937,negative,01-2021,-2.0
trend,6.269951277091823e-05,0.001112150894923614,0.003009564917966199,0.0023791293495230292,negative,01-2021,-2.0
france,6.265530351527558e-05,5.8188821182013765e-05,0.000325849005107536,0.000791863353358557,negative,01-2021,-2.0
show,6.265463059378428e-05,6.058704568269218e-05,0.000762330374415297,0.0008513881609581519,negative,01-2021,-2.0
pace,6.265045248692678e-05,0.0008185017185894881,0.0008983836465233722,0.00143184861718163,negative,01-2021,-2.0
expand,6.262066313478192e-05,5.932202452158806e-05,0.001079018222832241,0.002505107089143534,negative,01-2021,-2.0
major,6.260646258544757e-05,5.630338688968318e-05,0.00041883847374558745,0.0015034669264917201,negative,01-2021,-2.0
return,6.260605535064969e-05,0.0036501919703463537,0.0048536004708827785,0.002106236169943727,negative,01-2021,-2.0
direct,6.259258400217554e-05,0.0019712186085883033,0.00032574018786885695,0.0008220845372450153,negative,01-2021,-2.0
build,6.256793666338662e-05,0.004134091037883717,0.002412395740563964,0.0033621776349690344,negative,01-2021,-2.0
local,6.256465365742225e-05,5.650226561917088e-05,0.003554577900349988,0.0005115388838787139,negative,01-2021,-2.0
data,6.255174612093072e-05,0.0006831059740156969,5.457341707620325e-05,0.0015198827491083686,negative,01-2021,-2.0
priority,6.253917297540973e-05,6.151517063317798e-05,0.000770569301485933,0.0009988497318909903,negative,01-2021,-2.0
country,6.253412183611175e-05,0.0006180468903427921,0.004323487693435352,0.0008444304798592922,negative,01-2021,-2.0
development,6.251780745886659e-05,5.7869185838566376e-05,0.0008298478499276728,0.002645355634320844,negative,01-2021,-2.0
lastly,6.250160568180909e-05,0.00040426751273613777,5.848448267263741e-05,0.0007538410633911142,negative,01-2021,-2.0
investment,6.250109350200994e-05,0.002850411414974034,0.003139794623775977,0.00304134396678632,negative,01-2021,-2.0
easy,6.249217634796456e-05,0.0004144005852404799,0.0015174766558214842,0.00038960437425151307,negative,01-2021,-2.0
operated,6.249078863545054e-05,5.653246225585258e-05,5.456019229988905e-05,0.0015546951175845374,negative,01-2021,-2.0
especially,6.246859940115955e-05,0.0008592917694794807,0.0010691093169325147,0.002229398576711764,negative,01-2021,-2.0
flip,6.24593760358132e-05,0.0010007820076645424,5.937538913549661e-05,0.0004298577218939986,negative,01-2021,-2.0
ago,6.244091014422174e-05,0.0013944408832523528,0.0013140466446374224,0.0005820120793854733,negative,01-2021,-2.0
already,6.243022280194929e-05,5.8694465661525925e-05,0.0005058333696473518,0.0025212023865003805,negative,01-2021,-2.0
quality,6.242120177309352e-05,0.0017417331313073952,5.464639812682054e-05,3.068473040663008e-05,negative,01-2021,-2.0
place,6.242109728313159e-05,0.0033409982986791114,0.001293920608675404,0.003350529128788531,negative,01-2021,-2.0
consumer,6.241710517086013e-05,0.006877532230929826,0.0008360536935611931,0.0035189465064975663,negative,01-2021,-2.0
revenue,6.241551439297876e-05,5.655452217089759e-05,5.468347959841674e-05,0.003994919260644968,negative,01-2021,-2.0
relatively,6.241404797216318e-05,5.641401543460101e-05,5.491633219308097e-05,0.0017071152457259142,negative,01-2021,-2.0
enter,6.240195031288431e-05,5.736302771482821e-05,5.540162597992906e-05,0.0012487849773291549,negative,01-2021,-2.0
comfortable,6.240082447166391e-05,0.00036776434687594287,5.5519470437299604e-05,0.0009278638176073653,negative,01-2021,-2.0
dramatic,6.239831730132143e-05,5.624624697197005e-05,0.0014180717952332568,0.00018195442947080165,negative,01-2021,-2.0
bring,6.239196161543847e-05,0.00219168085123516,0.002963634586531007,0.0018195226387845349,negative,01-2021,-2.0
phase,6.23912415887087e-05,0.0005461315037511962,0.0014856270157105075,3.099990191481994e-05,negative,01-2021,-2.0
continue,6.239113883980549e-05,0.006812059506465032,0.0022854407141629624,0.012199581168723845,negative,01-2021,-2.0
social,6.239068310132701e-05,5.689754001825224e-05,5.477245072921692e-05,0.0010968783753200022,negative,01-2021,-2.0
marketing,6.238686976141817e-05,0.0020723356504346634,5.4836312481092584e-05,0.004579318983998944,negative,01-2021,-2.0
december,6.238420462023097e-05,5.6381041207817196e-05,5.5906865855824576e-05,0.004146861261607389,negative,01-2021,-2.0
difference,6.238202378598357e-05,0.0008732081893494006,0.0015446639554571719,0.0008882081520826977,negative,01-2021,-2.0
access,6.238157265312553e-05,5.730798144923099e-05,0.0015084700522165029,0.0008933933616422505,negative,01-2021,-2.0
important,6.23749133498428e-05,0.0041987320947898055,0.003177910302385863,0.0006111668994842316,negative,01-2021,-2.0
view,6.235351538323894e-05,5.699278305058529e-05,0.0003691649017346972,0.0009209449207717861,negative,01-2021,-2.0
guideline,6.232828481633241e-05,0.00045190012757425734,0.0012731028659594417,0.00020104147704246613,negative,01-2021,-2.0
appetite,6.232769590739726e-05,5.672507429781507e-05,0.0014157659769847223,3.0503499150103885e-05,negative,01-2021,-2.0
thinking,6.232653747060044e-05,5.743315091831913e-05,0.001142353823023803,3.0575582047283205e-05,negative,01-2021,-2.0
wing,6.23224986962109e-05,5.657323598465788e-05,5.4727413556349545e-05,0.0030798308520965777,negative,01-2021,-2.0
flat,6.231658582714925e-05,5.6245809546459566e-05,5.453390268043263e-05,0.0010974024061251267,negative,01-2021,-2.0
demand,6.231126964210708e-05,0.0008293745932102431,0.00775269467860583,3.1449262812805234e-05,negative,01-2021,-2.0
serve,6.230605780478858e-05,0.0032641620382563383,0.00035253044216026927,0.000868624251949569,negative,01-2021,-2.0
directly,6.230318605586446e-05,0.0010122355820162742,0.001073900076612935,0.00046617161623655135,negative,01-2021,-2.0
chicken,6.227763475006067e-05,0.0027028794200757555,5.5054440124029166e-05,0.0002718561220132284,negative,01-2021,-2.0
dine,6.227740791363718e-05,5.642765412276106e-05,5.4713539722746757e-05,0.0010972229045018806,negative,01-2021,-2.0
detail,6.227722917800586e-05,0.001021730376103566,0.0023775058037269568,3.6710299618401574e-05,negative,01-2021,-2.0
maintain,6.227523438491975e-05,0.0008315969072160451,5.5841030859061125e-05,0.0017438147767024914,negative,01-2021,-2.0
likely,6.224984172676585e-05,5.624617265121096e-05,0.0009702156900400389,0.0007376346770356155,negative,01-2021,-2.0
raise,6.2249653585339e-05,0.0012348948978331787,0.0027246825040677294,3.190963502481089e-05,negative,01-2021,-2.0
q4,6.224636101871159e-05,5.6275861085478175e-05,5.452040602513411e-05,0.001860012390530398,negative,01-2021,-2.0
germany,6.224185665686388e-05,5.644536860136868e-05,0.000599096622921705,0.00048761908350387803,negative,01-2021,-2.0
others,6.223039895614651e-05,0.00038710767976002657,5.7286735640066034e-05,0.0006114365687776568,negative,01-2021,-2.0
set,6.22237207598856e-05,5.8118442267210405e-05,0.0008879281583272045,0.002307838800548996,negative,01-2021,-2.0
prepared,6.221574414085707e-05,0.003986629252071297,5.821556737973209e-05,3.145617156976206e-05,negative,01-2021,-2.0
growth,6.221482387081881e-05,0.008445172432606613,5.6018872616583915e-05,0.015916701782473196,negative,01-2021,-2.0
sequential,6.220587551711274e-05,5.6545230872053586e-05,5.4520141019784994e-05,0.0009447864622614706,negative,01-2021,-2.0
strongly,6.220420934298288e-05,5.67249758654512e-05,5.710103283805144e-05,0.0007907291135812073,negative,01-2021,-2.0
category,6.21931848468015e-05,0.0016567628028287327,5.4718384296899445e-05,0.0008394239405656215,negative,01-2021,-2.0
particularly,6.217826413515106e-05,5.7036657583252344e-05,0.0018983933552802373,0.0015905831974719804,negative,01-2021,-2.0
currency,6.214875541983945e-05,5.6246188327812834e-05,5.48629326892536e-05,0.0009447854617445019,negative,01-2021,-2.0
thrus,6.213530672738842e-05,5.6642363780417774e-05,5.460247378422694e-05,0.0015547899116310768,negative,01-2021,-2.0
knowledge,6.213527059311092e-05,0.0003374687458793324,5.462864996401917e-05,0.00048737522988351724,negative,01-2021,-2.0
challenge,6.212893733922886e-05,0.0009758591678932184,0.0008810335890672918,0.0015089945564379596,negative,01-2021,-2.0
central,6.212400664324321e-05,5.773793043017156e-05,0.0014147250982126406,3.063858758198446e-05,negative,01-2021,-2.0
safe,6.21098264074144e-05,6.434551468130464e-05,0.00036893793848967585,0.0012222397998074151,negative,01-2021,-2.0
strategy,6.210967658539859e-05,0.002863646391853051,0.0019464671206227287,0.0004991699379884958,negative,01-2021,-2.0
virtual,6.210587251320551e-05,5.666755419700802e-05,5.487496749430056e-05,0.002622255514373045,negative,01-2021,-2.0
along,6.210189413032422e-05,0.001141798394526241,0.0012322890159223124,0.0006124228996339788,negative,01-2021,-2.0
ease,6.210064410069579e-05,5.6246212557299856e-05,5.590581026675889e-05,0.0007917093522539792,negative,01-2021,-2.0
weekend,6.209913431794173e-05,5.6254070878312057e-05,0.0011429600391854229,3.098975653262886e-05,negative,01-2021,-2.0
launch,6.20937959766903e-05,6.504304809496827e-05,0.0008822702404648827,0.0012396970614060978,negative,01-2021,-2.0
prepare,6.208908649410731e-05,0.0013293578458227961,0.000634371309367416,0.0002351747289504682,negative,01-2021,-2.0
brand,6.2074710068651e-05,0.0057202222199699004,0.008149578591862437,0.010578544814535917,negative,01-2021,-2.0
proud,6.207185690257568e-05,0.0018376488450887645,5.557517228285703e-05,0.00043587249995812727,negative,01-2021,-2.0
earlier,6.206906660964189e-05,0.0013110289075636897,0.0003736991612502521,0.0002384526043308931,negative,01-2021,-2.0
within,6.20605019977961e-05,6.427725962911948e-05,0.0012698424668702423,0.0013283184681627449,negative,01-2021,-2.0
exist,6.205052258246056e-05,0.0003882117443869169,0.0027190520475067616,0.0006468555944623533,negative,01-2021,-2.0
appropriate,6.204762886892563e-05,5.767523502502547e-05,0.00034228092953186325,0.00047821928390028137,negative,01-2021,-2.0
meaningful,6.204627344043617e-05,5.644242004090189e-05,5.526391779915591e-05,0.0015545728679303159,negative,01-2021,-2.0
reach,6.204539333512393e-05,5.690589123852515e-05,5.527887776933917e-05,0.0010967634515938005,negative,01-2021,-2.0
restriction,6.20430179484885e-05,5.6831445539680756e-05,0.001689350632719683,0.005825671406656999,negative,01-2021,-2.0
tend,6.204055703660096e-05,5.6661229234067524e-05,0.00277682427391812,3.1762728408695684e-05,negative,01-2021,-2.0
fairly,6.202510093774018e-05,0.001102229478259276,5.482174186514471e-05,0.00022508854053091096,negative,01-2021,-2.0
reference,6.201936737151986e-05,5.825674547413403e-05,0.0013402718263399566,0.0005296158601467634,negative,01-2021,-2.0
plan,6.201832550158128e-05,5.677882035822743e-05,0.003657185194572445,0.0015218714469850902,negative,01-2021,-2.0
seat,6.198364958720722e-05,5.676804171204882e-05,5.5067846992149024e-05,0.0012495039188315969,negative,01-2021,-2.0
possibility,6.1982516007977e-05,0.0008764139289336386,0.0007788424701052147,0.00024752458099816434,negative,01-2021,-2.0
takeout,6.197823661244049e-05,5.652174367376882e-05,5.457145285044428e-05,0.0017074680674314558,negative,01-2021,-2.0
transformation,6.195500435281109e-05,0.00038592317315176635,0.00030157839337801397,0.000475537392333674,negative,01-2021,-2.0
mainland,6.194167750241692e-05,5.637701146758815e-05,0.0011436546863659524,3.06132987291123e-05,negative,01-2021,-2.0
whenever,6.193936357696747e-05,0.0011787954555847915,5.5481776398981035e-05,3.072167597343631e-05,negative,01-2021,-2.0
ensure,6.193529195326293e-05,0.001329957048013499,0.00046152733927445135,0.0003316318122489447,negative,01-2021,-2.0
condition,6.191884120358242e-05,0.0010833682852491912,0.0003488197623937332,0.0005284309615102795,negative,01-2021,-2.0
variable,6.190598239441668e-05,5.624573134954882e-05,5.582823109900754e-05,0.0009443672312500363,negative,01-2021,-2.0
demonstrate,6.189565619055944e-05,0.00037223219430574495,5.485047909605825e-05,0.0010785848171923642,negative,01-2021,-2.0
segment,6.189147644846546e-05,5.6543429245677194e-05,5.938408882748593e-05,0.003992557796777038,negative,01-2021,-2.0
success,6.188854251620664e-05,0.0008433319797746085,0.0008642391758574054,0.000522767443236097,negative,01-2021,-2.0
gap,6.188041769510158e-05,5.662055817960586e-05,5.461061846126516e-05,0.0010973747145289787,negative,01-2021,-2.0
promotion,6.187659812514458e-05,5.741736180838953e-05,5.46270925831317e-05,0.0015544854163465243,negative,01-2021,-2.0
perform,6.187598133743293e-05,0.0005457796783538425,5.488971955056895e-05,0.0014420033297034155,negative,01-2021,-2.0
mix,6.18750439219149e-05,5.654681193557965e-05,5.4604586519385246e-05,0.004147755003038535,negative,01-2021,-2.0
pattern,6.187496244974249e-05,5.812292426872601e-05,0.0010438518652949773,0.00023805556342889434,negative,01-2021,-2.0
pleased,6.187093751171155e-05,0.0006597127439960211,5.472015810366023e-05,0.0010752783009900415,negative,01-2021,-2.0
remain,6.186648693316516e-05,5.829028757494354e-05,0.0028689663902787036,0.005012465027299079,negative,01-2021,-2.0
unlock,6.186180761813853e-05,0.0011505722553833517,5.452028608803059e-05,0.0008091882353079489,negative,01-2021,-2.0
single,6.186025641342419e-05,0.002048185894988108,5.547830020559793e-05,0.001999536540920391,negative,01-2021,-2.0
mind,6.18483112545497e-05,5.688415203095545e-05,0.0008194683423385878,0.000516798484434505,negative,01-2021,-2.0
offer,6.184289601414176e-05,0.0013483592908564062,0.0021774595813716293,0.0034795969514047225,negative,01-2021,-2.0
platform,6.18401413979978e-05,0.001426619281518101,5.485675054063493e-05,0.0009643364491654812,negative,01-2021,-2.0
evidence,6.18354066400898e-05,5.673759166022377e-05,0.0003399777455422064,0.0009376728404634033,negative,01-2021,-2.0
channel,6.183536951022856e-05,5.694642137694123e-05,5.473397696747664e-05,0.006130203010779006,negative,01-2021,-2.0
restructuring,6.183507554298573e-05,5.819824792103044e-05,5.4916174352542956e-05,0.0007913374221495079,negative,01-2021,-2.0
land,6.182658646150245e-05,0.000657599434080084,5.493129134717225e-05,0.00031374493640960586,negative,01-2021,-2.0
truly,6.182106584312321e-05,5.62462455081658e-05,0.0008079706866648903,0.0002185575217768769,negative,01-2021,-2.0
complete,6.181923282503718e-05,5.660114679943196e-05,0.0021856397800361226,0.0005151865464288985,negative,01-2021,-2.0
total,6.181154402162259e-05,5.642512639429031e-05,0.0011583832306099598,0.0026151959595710956,negative,01-2021,-2.0
commit,6.180798198396071e-05,0.0010359677898213882,5.5163630387315346e-05,0.00041345823371562396,negative,01-2021,-2.0
delay,6.180565672215227e-05,5.6563704341296056e-05,0.00042437132930847377,0.0005855309918172327,negative,01-2021,-2.0
fiscal,6.180438534552072e-05,5.720129159744975e-05,0.0011175318830518649,0.008890819824555115,negative,01-2021,-2.0
arch,6.179949153011684e-05,5.81544783034278e-05,5.466991935855019e-05,0.0006390000494340518,negative,01-2021,-2.0
highlight,6.179680215806332e-05,0.0010577832095821165,5.466032430440569e-05,0.0005544310455382365,negative,01-2021,-2.0
building,6.179464565944999e-05,5.769456686437133e-05,0.0011142678406865724,0.0006564809814375206,negative,01-2021,-2.0
government,6.178946265248493e-05,5.6662191378363976e-05,0.006520905680291476,0.0008349176453281644,negative,01-2021,-2.0
experience,6.178495257785595e-05,0.0058567079140907806,0.002031557043857473,0.004929175129482016,negative,01-2021,-2.0
score,6.178362216686683e-05,6.441804719375404e-05,0.00041622538752268586,0.0005858400031489975,negative,01-2021,-2.0
finish,6.178029360863168e-05,0.0004208405589165191,0.0010626951503104089,3.0848652176895225e-05,negative,01-2021,-2.0
monitor,6.177354642903157e-05,0.0008038609110296494,0.0009642395449929135,3.073162228350373e-05,negative,01-2021,-2.0
inside,6.177162448573079e-05,5.6566366888064295e-05,0.0016890156304381378,3.050350011433275e-05,negative,01-2021,-2.0
confident,6.177032168697911e-05,0.002166474334626919,5.475117460829034e-05,0.0023933875045257054,negative,01-2021,-2.0
history,6.176488257058755e-05,0.0013698260469283644,5.715017816440481e-05,0.0003838246581373769,negative,01-2021,-2.0
strong,6.176317600703708e-05,0.0025053168281651615,0.002375858593057613,0.00792675263829661,negative,01-2021,-2.0
begin,6.175861427945033e-05,0.0014761455884634521,0.0007781403571377803,0.00160046258760428,negative,01-2021,-2.0
related,6.175587148375842e-05,5.624596981091055e-05,5.5249891797602405e-05,0.0012497992886973117,negative,01-2021,-2.0
card,6.175349324332405e-05,5.62460354333629e-05,5.452035331154872e-05,0.0009451751933417645,negative,01-2021,-2.0
beyond,6.175142980662601e-05,0.000372931718702266,5.452067585821512e-05,0.0009259454970844835,negative,01-2021,-2.0
ultimately,6.174820020733704e-05,5.763828250871717e-05,5.732196765042418e-05,0.0010953720184254372,negative,01-2021,-2.0
et,6.173444229127072e-05,5.724246653770879e-05,0.002233571943259403,3.0513360540418837e-05,negative,01-2021,-2.0
cetera,6.173444229127072e-05,5.724246653770879e-05,0.002233571943259403,3.0513360540418837e-05,negative,01-2021,-2.0
comp,6.17309369234802e-05,5.648358024022394e-05,5.473888434693091e-05,0.010095938080118449,negative,01-2021,-2.0
evolve,6.172978044995404e-05,0.0017419306562097912,5.4868815409101226e-05,3.079948361062035e-05,negative,01-2021,-2.0
role,6.172478420776175e-05,0.005960244607607629,5.461796105233074e-05,3.098660324610642e-05,negative,01-2021,-2.0
offering,6.17242089217182e-05,0.0005682590900510297,0.001466553202450583,0.0003350387018178484,negative,01-2021,-2.0
hand,6.172041891453988e-05,0.0020265518036077664,0.0019601157275606147,3.060750452220388e-05,negative,01-2021,-2.0
currently,6.171099127460236e-05,0.00033652347230703845,0.0014172018884117134,3.0783438842424896e-05,negative,01-2021,-2.0
note,6.171086499740398e-05,0.0016052603136318714,0.001398034088178485,0.0005735709437967525,negative,01-2021,-2.0
extend,6.17062495931952e-05,0.0005003579381074282,0.000713289519630388,3.073464176266527e-05,negative,01-2021,-2.0
reward,6.170389100754746e-05,5.640076279599586e-05,5.4668131635823334e-05,0.003690334248897616,negative,01-2021,-2.0
domestic,6.169646495875616e-05,5.631832572761472e-05,5.921058931748218e-05,0.0009425403976757321,negative,01-2021,-2.0
approximately,6.169476519342212e-05,5.633380297067947e-05,0.0004477574049558275,0.002707860827091016,negative,01-2021,-2.0
innovation,6.169447004487807e-05,0.0031482569731950995,5.4579327994441984e-05,3.0873675510516346e-05,negative,01-2021,-2.0
ground,6.168212017054159e-05,0.00048184544033050817,0.0007314576898244577,3.062159227089383e-05,negative,01-2021,-2.0
home,6.168158435623851e-05,0.0030113438306239248,5.52097517339847e-05,0.00025729584488338975,negative,01-2021,-2.0
various,6.167940608150152e-05,0.00041464506918358605,0.0013417121657711847,3.0667773659899636e-05,negative,01-2021,-2.0
online,6.163879704127618e-05,5.62469224316624e-05,0.00035008852674954554,0.0010848972197229146,negative,01-2021,-2.0
every,6.163371333939504e-05,0.005225386385165467,5.5258635940164425e-05,0.0007342407921808234,negative,01-2021,-2.0
community,6.163103159409414e-05,0.004553691129898967,5.513316163510392e-05,3.0973966559446314e-05,negative,01-2021,-2.0
highly,6.162964166330313e-05,6.541548307737481e-05,0.0005598735832851153,0.00035248930107985147,negative,01-2021,-2.0
key,6.162592140014276e-05,0.0005726847429803115,5.65526319013792e-05,0.0014266068425815763,negative,01-2021,-2.0
reconciliation,6.16252327375132e-05,0.0014612490040209884,5.473876798720323e-05,3.06291936974687e-05,negative,01-2021,-2.0
half,6.162087001038072e-05,0.002093959423748092,5.6713102786918846e-05,0.0027367249076452106,negative,01-2021,-2.0
food,6.161952433558692e-05,0.009299920520328154,0.0006339077278420609,3.0967541703949604e-05,negative,01-2021,-2.0
behavior,6.161437307818885e-05,0.0014616433994340092,5.452013492665016e-05,3.054306539029914e-05,negative,01-2021,-2.0
previously,6.161250871230944e-05,6.541737131890996e-05,0.0003271476741800039,0.0010927722525903014,negative,01-2021,-2.0
digit,6.16095830551337e-05,0.0003489102319570989,5.820824938527995e-05,0.002004597858160937,negative,01-2021,-2.0
january,6.160040309453891e-05,0.0006402940115720132,5.547040891168123e-05,0.002305659043199207,negative,01-2021,-2.0
virus,6.159907708382368e-05,5.849170666506916e-05,5.5493121398942736e-05,0.0012485238139813295,negative,01-2021,-2.0
throughout,6.159640024149442e-05,0.00088148142258681,0.0008581039633838325,0.0023358574358355914,negative,01-2021,-2.0
voyage,6.159410934953131e-05,5.632293093029743e-05,0.0022344887292978653,3.0569403809860114e-05,negative,01-2021,-2.0
australia,6.159256364463166e-05,5.780043460591404e-05,0.0008186479982608256,0.0023470891710223297,negative,01-2021,-2.0
book,6.159234410419833e-05,5.654789137663095e-05,0.0038693241684244805,3.086934851560126e-05,negative,01-2021,-2.0
solution,6.159185545608812e-05,6.075688418502483e-05,5.4563276258668616e-05,0.0010953024943419934,negative,01-2021,-2.0
enable,6.158237362291334e-05,0.001385513789754259,5.712836805223522e-05,0.0011380039425317832,negative,01-2021,-2.0
brew,6.157729690254114e-05,0.0023045202009307963,5.4766105797858617e-05,3.085913325846222e-05,negative,01-2021,-2.0
app,6.157024247895529e-05,5.704248997295781e-05,5.458059466256885e-05,0.0023174517382804536,negative,01-2021,-2.0
difficult,6.156590352093993e-05,0.00108240252284454,0.0011546839417101798,0.00023077273428198308,negative,01-2021,-2.0
attach,6.156334750829377e-05,0.0028674454948400298,5.46920214221764e-05,3.0651292747185e-05,negative,01-2021,-2.0
reason,6.156232450839619e-05,0.0010526354203997698,0.0009177791338276009,0.0005319813614301785,negative,01-2021,-2.0
visitation,6.155692665433057e-05,0.0003420664141127013,0.0022301773346049096,3.055047100426847e-05,negative,01-2021,-2.0
person,6.155157230688773e-05,5.7019466689512025e-05,0.0008925569805960062,0.0004759811380559028,negative,01-2021,-2.0
rachel,6.154868578777706e-05,0.0037113437513539983,5.459393105854419e-05,3.059467077978572e-05,negative,01-2021,-2.0
expansion,6.154804784574915e-05,0.0013847784377216377,5.529824104483101e-05,0.001444477303192447,negative,01-2021,-2.0
momentum,6.15450732197375e-05,5.658216489163481e-05,5.584632680341641e-05,0.002774555957484315,negative,01-2021,-2.0
plus,6.154336333647831e-05,0.0003511739671310804,0.0011511674569527153,0.0004767998989082047,negative,01-2021,-2.0
march,6.153637173063628e-05,5.755262983190341e-05,0.001144090401358916,0.0007925185147110888,negative,01-2021,-2.0
develop,6.153444108248777e-05,0.0021810731863254073,0.0012637091591003694,3.150077906443708e-05,negative,01-2021,-2.0
execute,6.153075910716695e-05,0.00037354286396574057,5.471784565820473e-05,0.0010781309815613485,negative,01-2021,-2.0
lead,6.152968424308756e-05,0.003696321985341625,0.0017650087536049994,0.00030191923982015163,negative,01-2021,-2.0
vaccination,6.152458614438376e-05,5.7162407416120927e-05,0.0022333048589481706,3.081132280748949e-05,negative,01-2021,-2.0
powerful,6.152256309770678e-05,0.0014607019091094008,0.0008716560655428957,3.146783707636947e-05,negative,01-2021,-2.0
emerge,6.151476052164503e-05,0.0013067619206687368,5.637619893517949e-05,0.00041858436584617996,negative,01-2021,-2.0
square,6.151158916263684e-05,0.00036418567321928744,5.478055975682735e-05,0.00291338069081625,negative,01-2021,-2.0
reinforce,6.150785541690672e-05,0.000618746183310854,0.0008781862257852944,0.0004844371174422917,negative,01-2021,-2.0
booking,6.150680846816475e-05,5.630309537363999e-05,0.004687415339711629,3.087869064467794e-05,negative,01-2021,-2.0
timing,6.150062794879799e-05,5.636676567508018e-05,0.0035971216266904517,3.079225859277054e-05,negative,01-2021,-2.0
element,6.149953466182843e-05,5.882827608799588e-05,5.6581225965377715e-05,0.0007902322206133503,negative,01-2021,-2.0
excited,6.149228599621373e-05,0.0005373004441604539,0.0004581770191161287,0.0007636074235814329,negative,01-2021,-2.0
meeting,6.149119294483258e-05,5.851641802442807e-05,0.0011445164457011886,0.000486746663553611,negative,01-2021,-2.0
issue,6.148402600951126e-05,5.709492328794818e-05,0.005102432152343728,0.0005608451712121784,negative,01-2021,-2.0
gamble,6.146314536534898e-05,5.624568295110071e-05,0.0016894554133903813,3.0585870395792556e-05,negative,01-2021,-2.0
dayparts,6.14620455438645e-05,0.0003374979755595603,5.452027581237815e-05,0.0006402739269740105,negative,01-2021,-2.0
face,6.145940302055815e-05,0.001479508344876587,5.477211727447932e-05,0.0004783411922236096,negative,01-2021,-2.0
doordash,6.145930057635891e-05,5.652054613147577e-05,5.458557969432276e-05,0.0021652708704439604,negative,01-2021,-2.0
position,6.145046168701238e-05,0.004265162170256291,0.00769521858597652,3.091737253123479e-05,negative,01-2021,-2.0
consistently,6.145042026487652e-05,5.730219262442984e-05,5.55382695763942e-05,0.0007916679844178254,negative,01-2021,-2.0
core,6.14473973384914e-05,0.0026780758076094665,5.472524284097679e-05,0.00028590782650323294,negative,01-2021,-2.0
condolence,6.143723694286225e-05,5.669205493988995e-05,0.001961791148084567,3.0503504980721914e-05,negative,01-2021,-2.0
appreciate,6.143349088208702e-05,0.0006404702912511777,0.002932853848953239,0.00023822062801910277,negative,01-2021,-2.0
plant,6.143252560396536e-05,0.0020242888540640013,5.4567037166201426e-05,3.0503394495751952e-05,negative,01-2021,-2.0
best,6.143195875551999e-05,0.005966762801896918,0.0020054249413340277,0.0007663357015272146,negative,01-2021,-2.0
date,6.143127531279797e-05,5.7181718999996816e-05,0.0013972283002119151,0.000498626682091926,negative,01-2021,-2.0
beverage,6.142946775062527e-05,0.010741779303092282,5.4679079457237206e-05,3.0728083265866046e-05,negative,01-2021,-2.0
achieve,6.142649430071106e-05,5.66942612038947e-05,0.0012340194345544368,0.0030304750603586373,negative,01-2021,-2.0
invest,6.14258817269963e-05,0.0012252723522616078,0.005462347109669241,3.100337205127895e-05,negative,01-2021,-2.0
later,6.142424281093568e-05,5.6287323318526965e-05,0.0008715523624465051,0.00048819391544599103,negative,01-2021,-2.0
problem,6.142339284163278e-05,0.0006145133514008721,5.879695163296426e-05,0.00048766754262742054,negative,01-2021,-2.0
grubhub,6.142328850709134e-05,5.624574746702283e-05,5.452004330419683e-05,0.0018604411832764658,negative,01-2021,-2.0
november,6.14130838962171e-05,5.7358020702780434e-05,0.0009266604926615302,0.00350712044330557,negative,01-2021,-2.0
grant,6.141137083742588e-05,5.639163456701982e-05,0.003325077248898181,3.051372887924439e-05,negative,01-2021,-2.0
support,6.140949214411895e-05,0.004686376183227959,0.0024422857046537934,0.0015213482722269442,negative,01-2021,-2.0
clear,6.140870296095261e-05,0.0015816830299593722,5.512182312443372e-05,0.0014903757971984613,negative,01-2021,-2.0
hong,6.140803746148886e-05,5.6245551487480426e-05,0.0014170542307155938,3.050342437323993e-05,negative,01-2021,-2.0
kong,6.140803746148886e-05,5.6245551487480426e-05,0.0014170542307155938,3.050342437323993e-05,negative,01-2021,-2.0
based,6.140766594004823e-05,0.003990845385988358,5.6281133923730076e-05,3.065669775775875e-05,negative,01-2021,-2.0
exclude,6.140457498593439e-05,5.7021019034708876e-05,5.4710935954736826e-05,0.0017074065910928334,negative,01-2021,-2.0
inclusive,6.14014569351146e-05,5.8432733004122846e-05,5.4619926540088177e-05,0.000944109904237656,negative,01-2021,-2.0
september,6.139350036320086e-05,0.000340849124099067,6.220073356413535e-05,0.0012442605227974426,negative,01-2021,-2.0
billion,6.139345206821096e-05,5.766564788228569e-05,0.012452638823338545,0.0007186587611730281,negative,01-2021,-2.0
available,6.139089701264906e-05,0.001309816469189487,0.000665103125057882,0.0006864781505741055,negative,01-2021,-2.0
encourage,6.13819285487881e-05,5.8564750455214387e-05,0.0003398889617608238,0.0007844420219883014,negative,01-2021,-2.0
necessary,6.137253769032642e-05,0.0006180753662268684,0.0008715746002023342,3.10177223824459e-05,negative,01-2021,-2.0
relationship,6.136993450153498e-05,0.0003591501073722591,0.000618299519913223,0.0010757304632028407,negative,01-2021,-2.0
excite,6.136948980932257e-05,0.0019550285209699973,0.0010249466327050243,0.00028775956492073726,negative,01-2021,-2.0
machine,6.136538493242081e-05,0.0017426971244032929,5.479006831378808e-05,3.061038297688811e-05,negative,01-2021,-2.0
